2024-02-29 10:35:01,Unknown,5A:9D:40:10:BB:FA,5
2024-02-29 10:35:01,Unknown,1E:E2:58:FF:2D:43,4
2024-02-29 10:35:01,Unknown,7D:75:38:85:8A:30,3
2024-02-29 10:35:01,Unknown,5D:C2:09:03:79:8B,2
2024-02-29 10:35:01,Unknown,4F:7C:94:70:A6:21,1
2024-02-29 10:35:01,Unknown,4A:AF:CF:85:00:95,0
2024-02-29 10:35:01,Unknown,20:43:DC:FD:CD:A2,-1
2024-02-29 10:35:01,Unknown,3E:70:D1:12:7A:3F,-2
2024-02-29 10:35:01,Unknown,6B:C6:FA:53:8E:CC,-3
2024-02-29 10:35:01,Unknown,78:B4:4E:8F:23:95,-4
2024-02-29 10:35:01,Unknown,1B:B0:AA:ED:42:82,-5
2024-02-29 10:35:01,Unknown,50:31:8E:94:1A:1A,-6
2024-02-29 10:35:01,Unknown,5F:3B:1E:50:72:F4,-7
2024-02-29 10:35:01,Unknown,EE:84:61:7B:25:C7,-8
2024-02-29 10:35:01,Unknown,68:D1:F2:4B:77:75,-9
2024-02-29 10:35:01,Unknown,63:F1:0A:E4:E3:F4,-10
2024-02-29 10:35:01,Unknown,1C:1E:79:F3:2F:C0,-11
2024-02-29 10:35:01,Unknown,4A:2E:9D:0C:BB:E3,-12
2024-02-29 10:35:01,Unknown,4B:8F:A6:89:46:D4,-13
